"","sent","freq"
"603","They are awarded during the application process to select students",2
"604","In addition to the fellowships offered directly through the program, Master of Science in Analytics students may be eligible for other types of support",8
"605","Excellent resources may be found at the McCormick School of Engineering Fellowships and Internships <http://www.mccormick.northwestern.edu/graduates/current_student_resources/fellowships_internships/index.html> page or at Northwestern University's Office of Fellowships <http://www.northwestern.edu/fellowships/> Students in the Master of Science in Analytics program are eligible for financial aid",1
"606","Prospective students should familiarize themselves with the alternatives for financial aid <http://www.tgs.northwestern.edu/financial-aid/student-loans/index.html> and contact Student Financial Services <http://www.northwestern.edu/sfs/contact_us/index.html> with any questions",1
"607","Students utilizing financial aid to fund their graduate degree must comply with the Financial Aid Satisfactory Academic Progress (SAP) Policy <http://www.mccormick.northwestern.edu/graduates/current_student_resources/index.html> to maintain eligibility",1
"608","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Nahuel Grasso .",2
"609","Hello Swarnim, Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"610","Your GRE/GMAT score must be no more than 5 years old from the date of matriculation, which will be Sept 24th 2015",1
"611","This means your test from 2007 is too old for it to be considered for your application to our program",1
"612","Dear Eric: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"613","Test scores must be less than two years old at the date of matriculation",2
"614","The minimum acceptable score for the TOEFL is 95 (Internet based test) and for the IELTS, 7.5",2
"615","For more information regarding our specific application requirements I encourage you to explore our program website at <http://www.analytics.northwestern.edu/> http://www.analytics.northwestern.edu/ and keep in touch on twitter .",2
"616","Dear Cao: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"617","To answer your question, we do not expect incoming students to be fluent in Java, we provide the course so that our students develop a better understanding of Java and all of the tools you will be using in your course projects",2
"618","Your experience with Python will provide a strong advantage, we like to see students who have IT experience",2
"619","Dear Vikas: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"620","Either the GRE or GMAT test score is required for admission, we do require your test scores to be current, less than 2 years old",2
"621","You can find more information on that program here: <http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/> http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ For more information regarding our specific application requirements I encourage you to explore our program website at <http://www.analytics.northwestern.edu/> http://www.analytics.northwestern.edu/ and keep in touch on twitter .",1
"622","Hello Puneet; Thank you for your email",1
"623","Currently, our admissions committee has reconvened and is reviewing the waitlist candidates to make decisions on offers of admission for the 2015 cohort",4
"624","We were told today they will have final decisions made by Friday, May 9th",5
"625","I apologize for the long delay in our decisions",5
"626","We will inform you of your status shortly",5
"627","Dear Curtis; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University.] The Master of Science in Analytics degree from the McCormick School of Engineering and Applied Science is uniquely suited for either graduating seniors or individuals with industry experience who wish to prepare themselves for the demands of the 21st century job market",2
"628","Dear Alice; Our ETS code for the GRE is 3762",2
"629","Hello Mike",1
"630","I apologize for not responding to your inquiry in a more timely fashion",1
"631","Unfortunately, due to the high number of emails we have received over the last few days we have been focused on uploading any additional files and compiling applicant packets",1
"632","I am now seeing your question concerning GMAT scores and I notice we have not received your GMAT score from GMAC",1
"633","I have gone through our files since the beginning of the academic year and somehow yours was not reported to our program",1
"634","Would you be able to download your unofficial GMAT score from the GMAC website and email that to me at your earliest convenience",1
"635","I am in the process of making your applicant packet for the admissions committee",1
"636","Your material will not be marked as late and I will be sure to attach it to your file once I receive your score",1
"637","I apologize for any confusion",2
"638","In regards to your second question, we have received all three of your letters of reference",1
"639","I hope you have a wonderful weekend and I apologize for bothering on a Sunday",1
"640","Dear Lan; Thank you for reaching out to Northwestern Universitys Master of Science in Analytics program",1
"641","To answer your question, we ask for all applicants to email us scanned PDF files of your transcript",1
"642","If you are unable to scan us your transcript please mail us your transcript and we will upload it to your application file",1
"643","I hope this answers your question, please let me know if there is anything else I can assist you with",1
"644","Happy New Years and Good Luck in 2014",4
"645","Dear Nandini: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"646","I would be happy to answer your questions",1
"647","I am very sorry to say that because of the high volume of application weve received this admissions season, we are unable to accommodate on-campus visits between now and our admissions decisions",2
"648","Should you still want to plan a visit to campus and an opportunity to sit in on several classes after March 17, we would be happy to assist",2
"649","In the interim, I would be happy to schedule a 10 -15 minute call with you and the associate director to answer any questions that you might have about the program",1
"650","Please let me know if this would be helpful",2
"651","In regards to an information session, we will not be hosting another one during this application season",1
"652","Dear Tejaswini; Thank you for reaching out to us at the MS in Analytics program at Northwestern University",1
"653","In regards to your TOEFL score, my recommendation is to provide us with an ecopy the moment your TOEFL score has been issued",1
"654","We can upload your ecopy until the official scores comes to our office",1
"655","I am confused by your second question, we do not provide teaching or research assistant positions in our program",1
"656","Please let me know any additional questions your have before our admissions deadline on Feb 15th",1
"657","Dear Marisa: Thank you for reaching out to me with your questions concerning the Master of Science in Analytics program here at Northwestern University",1
"658","To answer your question concerning our GPA minimum, the 3.0 is a hard minimum",1
"659","We use it as our first benchmark when we are shortlisting candidates",1
"660","When you are comparing our program with the MS in Predictive Analytics outside of the full-time/part-time factor, the other big difference is our industry projects",1
"661","Here in the MSiA program since we are full time, we expect our students to carry a full class load paired with a 9-month practicum project",1
"662","The practicum project is an industry supplied project which students use to work with real-world data to solve problems and analyze for companies",1
"663","Class work is similar but the project and networking included in our program sets us up to fulfill a business need along with the analytics",1
"664","Please let me know if you have any additional questions concerning NU and our application process",1
"665","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Marisa Shender .",1
"666","Dear Hassan; I have noticed in your email your recommender has faxed their letter to (847) 491-8539",1
"667","This is the general fax for McCormick School of Engineering and it is actually a black hole fax number for general McCormick",1
"668","As listed in my signature, our fax is (847) 491-8005, in regards to this your recommender must list Attn: MS in Analytics for it to come to our program",1
"669","The other option is for your recommender to email our program directly with their recommendation and I can upload your letter of reference from there",1
"670","We have just received and email from Mohammed A",1
"671","Al-Shoshan with a letter of reference for you",1
"672","This letter has been uploaded to your account this morning",1
"673","I apologize for the recommendation glitch in our application manager system",1
"674","We have had a few issues and are looking to upgrade our application system for next year",1
"675","Hello Mariela, I apologize for the delayed response time from our department",1
"676","I have just gone into our application managing system and I see that your application is completed but was never submitted",1
"677","We received just under 600 applications this year and we have over 800 opened applications",1
"678","Due to the turnaround of our admission decisions we did not look at any applications that were not submitted",1
"679","We are aware of the clunky and archaic application system, and we are planning to use a different application system which is more user friendly",1
"680","It appears as though you have completed your application and had not selected the Submit function which would take your application from N/A to and Active application",1
"681","That being said, we have sent out our decisions and are close to hearing back from all of our admitted students, and we have a full waitlist and will not be able to offer you a place in our 2014 class",1
"682","I apologize for both the delay in our response back to you and the inconvenience",1
"683","I can pass you application file to our admissions committee prior to waitlist discussion and they can determine your admissions status at this point",1
"684","We will look to have an answer for you soon",1
"685","Hello Dhruv, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> (linked here) by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"686","Please check your student home page for your results",12
"687","Thank you for your interest in the MS in Analytics program at Northwestern University",11
"688","Hello Erica, If you could provide us with acknowledgement from your university (either a webpage or University mission statement) which explicitly says they teach courses in English then we can waive your TOEFL requirement",2
"689","But if you cannot find said statement, we will accept your IELTS from 2012",2
"690","Dear Rob; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"691","You can find more information on that program here: http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ <http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/> The Master of Science in Analytics degree from the McCormick School of Engineering and Applied Science is uniquely suited for either graduating seniors or individuals with industry experience who wish to prepare themselves for the demands of the 21st century job market",1
"692","Dear Nidhi, Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"693","You can find more information on that program here: http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ <http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/> In regards to placement after graduating, we have just graduated our first class",1
"694","We have sent out a survey and are awaiting all the responses to provide you this information",2
"695","We will update our website with this information once we have an official count",2
"696","With regards to work in Big Data, I encourage you to look at our curriculum and courses to see if you would benefit from taking courses with us in Big Data",2
"697","I have linked our webpage here <http://analytics-dev.tech.northwestern.edu/curriculum/index.html> ",2
"698","Dear Xuecong: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"699","To answer your question, my recommendation is to site those upcoming courses in your resume or your personal statement",2
"700","In order for your application to be guaranteed to be complete and read by our admission committee, it would be easiest for you to include it in one of those two documents",2
"701","Dear Jaideep, Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"702","Years since completed undergraduate Academic Professional 0 3 0 1-3 2 1 3-5 1 2 5+ 0 3 I hope this information is helpful to you",3
"703","Hello John: I apologize for my delayed response time",2
"704","We do look for our students to have some background in computer science",5
"705","It seems as though you have knowledge of CS and I would be sure to mention it either on your resume or in your personal statement",5
"706","The other way to have CS appear on your transcript is by taking classes such as CORESERA and including certificates from their programs in your resume",5
"707","I believe you have an understanding of CS and that will help you application",5
"708","We also run a 2 week boot camp at the university, where our students are trained how to use SAS, SQL, SPSS, Cognos, Tableau etc",5
"709","Please let me know what other questions you may have about our admissions process",5
"710","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu -----Original Message----- From: John Smith .",1
"711","Dear Tarun; We have uploaded the personal statement you have provided",1
"712","You will be able to submit your application and pay your application fee",1
"713","Please let me know if you have any difficulties with this",1
"714","Hi",1
"715","If you have the pdf scanned copy you can send that to me directly and I will upload it on our end",1
"716","From: Nandagopal Gopinathan .",1
"717","Dear Dinesh; Please be sure to submit before midnight CST on February 15th",1
"718","All of your recommendations are uploaded successfully in your application",1
"719","Be sure to submit your application fee and submit your application for consideration by our admissions review committee",1
"720","Master of Science in Analytics .",4
"721","Dear Sumathi; If you could provide her with our email address here at .",2
"722","Dear Neeraj; Thank you for submitting your transcripts and additional materials to the Master of Science in Analytics at Northwestern University",2
"723","Dear Tejaswini; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"724","Dear Prerit; The GMAT report you submitted to us is sufficient for your application process",1
"725","I have attached it to your file and you will see it show up in your Application checklist",1
"726","Would you please provide me with a PDF version of your TOEFL score in the same manner",1
"727","ETS takes up to 10 business days before it is delivered and we can attach an electronic version now to hold its place in your application",1
"728","Dear Pooja; I completely understand",1
"729","I spoke with our Associate Director and we will attach your raw scores for the time being",1
"730","Thank you for looking into ETS for this",1
"731","Dear Mayank; Thank you for your increased interest in the program",1
"732","Our admissions committee has reconvened and we will be releasing our final decisions on waitlist candidates on Friday",1
"733","I apologize for the delay in our decision",1
"734","Dear Alan; My recommendation with resumes would be for your to look at the resumes of our current students on our website, linked here <http://analytics-dev.tech.northwestern.edu/current-students/students-2014.html> ",1
"735","You can see what information they include and how they format their resumes",1
"736","We look forward to reviewing your application, Victoria L",3
"737","Dear Yue, I apologize for the delay",1
"738","Dear Andrew; I have uploaded your file for Juan Bages",1
"739","Thank you for your support and understanding",1
"740","Hello Nitika; I have included both of these scores on your account",1
"741","You are now only missing one letter of reference from Sunu Engineer",1
"742","Have a wonderful weekend",6
"743","Dear Hassan, Can you please have your recommender submit the letter to our email address here at .",1
"744","Dear Monika; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"745","Please email us a scanned copy of the transcript to this email account",1
"746","We do not require official transcripts until admitted into the program",1
"747","Official TOEFL scores are compulsory and should be sent to us via ETS at 3144",1
"748","And If you chose to submit a GRE score, please send via 3672",1
"749","Thank you for your inquiry about the program, we are looking forward to having your brother as a potential applicant for Fall 2014",1
"750","Dear Krushnan Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"751","To answer your question, we only require a TOEFL or IELTS for international applicants who have not had English as their primary language of instruction",2
"752","Dear Tarun; Thank you for submitting your scanned transcripts to the Master of Science in Analytics at Northwestern University",2
"753","These copies will suffice for the application process right now, if you would like to mail in your transcripts to us our mailing address is in my signature",2
"754","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: <tel:847.467.4520> 847.467.4520 F: <tel:847.491.8005> 847.491.8005 Follow us on Twitter .",9
"755","Dear Prasad, Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"756","Currently, we only accept fall enrollment in each academic year",5
"757","Applications open for the 2015-2016 year on September 1, 2014",3
"758","The Applications will close on January 15, 2014",5
"759","Our curriculum was created as an intensive 15-month time frame, which allows for collaboration between members of the cohort",7
"760","We do not accept Spring applications at this time",7
"761","Dear Swati; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"762","We have already filled the MSiA class of 2015",2
"763","Applications closed on February 15th 2013",2
"764","We will reopen our application system for MSiA 2015-2016 in September",2
"765","Dear Shweta, I apologize for the delay in my response time",2
"766","We are currently ending out school year here at Northwestern and have been busy wrapping that up",2
"767","To answer your question, we are housed within the Engineering school at Northwestern, and therefore we fall under the umbrella of a STEM accredited program",2
"768","For more information from Northwestern in regards to STEM please go to the following link <http://www.northwestern.edu/international/living-working/student-employment/optional-practical-training/stem-extension-opt.html> ",2
"769","Dear Alejandro; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"770","Dear Russell; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"771","To answer your question, yes, either a GRE or GMAT test score is required for admission",2
"772","Hello Kathleen, Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"773","You can find more information on that program here: http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ Both GRE and GMAT test scores are accepted by the program, but neither are required for admission (though sending scores from one of the two tests is strongly encouraged to strengthen the application)",2
"774","Dear Will, I apologize for the delay in my response time",2
"775","I would be happy to answer any questions your have about the program",2
"776","Dear Arjun; I apologize for my delayed response time",2
"777","You can find more information on that program here: <http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/> http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ Both GRE and GMAT test scores are accepted by the program, but neither are required for admission (though sending scores from one of the two tests is strongly encouraged to strengthen the application)",3
"778","Hello Stanley, I apologize for the delay in my response",2
"779","To answer your question, all of the current information we are reporting on is listed on our MSiA Career and Internship Placement information on our website for the graduated class of 2013",2
"780","I encourage you to look at our career placement statistics and the companies who recruit with our program",2
"781","However, please check back on our website in the coming weeks, we will be updating this information and including the data points you are evaluating",2
"782","<http://www.analytics.northwestern.edu/current-students/career%20placement.html> Linked Here",1
"783","Hello Sameer, We have announced all admissions decisions for Fall 2014, posted on the <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> MSIA application system by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"784","Dear Naman; I apologize for the delay in my response time to your inquiry",2
"785","To answer your question, we are unable to accept students at any time outside of a fall start",2
"786","Due to the nature of our program our students work as a cohort",2
"787","They enter the year together and begin a 9month practicum project which ties into course work throughout their first 3 quarters",2
"788","You can find more information on that program here: <http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/> http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ Please let me know if you have any remaining questions",1
"789","Dear Murtuza: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"790","From: Murtuza Mukadam .",2
"791","Dear Zhu: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"792","To answer your question about our policy with transcripts, we ask for students to submit their scanned transcripts to us via this email account",2
"793","We then will upload the scanned copy into our application system",2
"794","Upon your acceptance to our program, we would require you to submit the official transcript to Northwestern",2
"795","When it comes to test scores, we will accept scanned copies of scores, but some students find it easier to mail in scores",2
"796","From: zhutj .",2
"797","Dear Yue: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"798","From: Anna Wu .",2
"799","Dear Jaewoo: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"800","Last year we accepted under 10% of our applicants into the program, unfortunately the 3.0 minimum is a hard requirement",2
"801","Northwestern does, however, offer a Masters in Predictive Analytics through the School of Continuing Studies",2
"802","Background by Industry Experience (though industry experience is not required for consideration): 34% None, 28% Consulting and Professional Services, 22% Information Technology, 6% Academia, 6% Finance, 4% Engineering I hope this information is helpful to you",4
"803","Thank you for your inquiry about the program, Victoria L",2
"804","Dear Namratha; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"805","To answer your question about transcripts, please email us a scanned copy",2
"806","I will upload this in at least 3-10 business days and it will be reflected in your application checklist",2
"807","Our admissions review committee only requires a scanned version of your transcript",2
"808","However, if you are accepted into our program we will require you to send us an official transcript for matriculation",2
"809","In regards to your GRE score; as of January 24th we did not have an official code with the GRE",2
"810","If you submitted your GRE score to Northwestern University it would be given to the central university admissions and we will not receive it in our office, there is nothing to distinguish which program you are applying to using Northwesterns code",2
"811","We have just opened a code with the GRE (I apologize for the delay) and it is 3672",2
"812","If you would like to have the GRE send us a report please use this code to reference our specific program at Northwestern University",2
"813","However, this year due to the delay in the code, we will accept a scanned pdf of your GRE to upload into our system",2
"814","If you would like to include that in an email I will update your account",2
"815","Emailing us a scanned version, may be the quickest way to see your scores updated in the MAP system",2
"816","I do note that you emailed us your transcript on 1/23",2
"817","I will be uploading this to our system and you should see the change on your account within 24hours",2
"818","Dear Pranay: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"819","Dear Humberto; I apologize for worrying you",1
"820","We have a series of checks and balances built into the system",1
"821","In regards to your application fee, we use a third party to collect our fees and we receive weekly lists on Mondays and therefore your payment on Tuesday would not be reflected until the following Monday",1
"822","However, I have gone into our system and updated your account to reflect your correct payment status",1
"823","In regards to your GMAT score, we have it uploaded and I did not mark it as received on the checklist",1
"824","I apologize, that was my mistake",1
"825","However, your application is complete now",1
"826","Dear Saurabh; I apologize if I was not clear in my explanation earlier",2
"827","You will be on campus for 4 quarters total",2
"828","Therefore your total tuition fees will be closer to $60,152",2
"829","To answer your question about merit we evaluate the admitted students (32) and select our top candidates",2
"830","This can include everything from GPA, GRE scores (if provided), work experience, personal statement",2
"831","We are looking for the top students in our admitted group to provide our fellowships",2
"832","Your GPA is still accepted, we have 37.5% of our student body as international and evaluate everyone fairly",2
"833","Please let me know if you have more questions concerning the MS in Analytics program at Northwestern University",2
"834","Dear Shalini Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"835","Master of Science in Analytics tuition for the 2013-2014 academic year will be $15,038 per quarter",2
"836","Tuition is due for the fall, winter and spring quarters but not the summer",4
"837","Additional expenses should be considered: On campus annual cost of living expenses of $22,0, Approximately $500-$1,000 for textbooks, $3,067 for Northwestern University health insurance, $5,000 miscellaneous (personal, transportation, etc)",4
"838","The total cost of the Master of Science in Analytics degree will be about $85,000 to $90,000 depending on the student's needs",4
"839","To answer your questions concerning financial aid The Master of Science in Analytics offers a limited number of fellowships each year covering fifty percent (50%) of the tuition expenses",4
"840","Resources may be found at the McCormick School of Engineering <http://www.mccormick.northwestern.edu/graduates/current_student_resources/fellowships_internships/index.html> Fellowships and Internships page or at Northwestern University's <http://www.northwestern.edu/fellowships/> Office of Fellowships Both GRE and GMAT test scores are accepted by the program, but neither are required for admission (though sending scores from one of the two tests is strongly encouraged to strengthen the application)",1
"841","Dear Hemendra: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"842","Resources may be found at the McCormick School of Engineering <http://www.mccormick.northwestern.edu/graduates/current_student_resources/fellowships_internships/index.html> Fellowships and Internships page or at Northwestern University's <http://www.northwestern.edu/fellowships/> Office of Fellowships Below is more information about the admissions profile from our last applicant pool: Profile of the 2013 student cohort: total number of students: 32, Average age: 27, Gender mix: Male 69%, Female 31%, Nationality: US 62.5%, International 37.5%",2
"843","Dear May: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"844","To answer your question, we are looking for your statement to be 500 words",2
"845","We are requesting that you are sure to include the following topics in your statement, giving each the appropriate amount of attention",2
"846","* Why are you applying to the Master of Science in Analytics at Northwestern University",2
"847","Please include in your answer why you are interested in analytics as well as your career goals",2
"848","* What skills or abilities do you hope to strengthen in the program",2
"849","(one paragraph) * Describe a trend that will influence analytics over the next 5 years",2
"850","(one paragraph) Both GRE and GMAT test scores are accepted by the program, but neither are required for admission (though sending scores from one of the two tests is strongly encouraged to strengthen the application)",2
"851","Dear Tanvi: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"852","To answer your question concerning the TOEFL requirement, can you please provide a link or proof of the primary language of your school",2
"853","I will mark it on your application notes for our reviewers to see if you fulfill this requirement and the TOEFL requirement will be waived",2
"854","Dear Moyu: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"855","To answer your question about work experience, we currently have enrolled 34% of our students directly from their undergraduate degree",1
"856","We do not require work experience and look for diversity in our ages and in cohorts",1
"857","Dear Neeraj: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"858","To answer your question concerning work experience, we do not require you to have industry experience upon entering our program",2
"859","As you will see below in our accepted students break down we currently accepted 34% of our students directly from their undergraduate programs",2
"860","To address your question about the fee structure and scholarships offered, the 2013-2014 tuition was $15,038 per quarter you are on campus",2
"861","You will be expected to study on campus for 3 quarters your first year, then one quarter is an internship (no tuition fee associated with it, and can be paid), then you finish your last quarter on campus",2
"862","I encourage you to explore our Tuition and Fees webpage on our website for more information, linked here <http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html> ",2
"863","Similarly, you will find information about the fellowships we offer",2
"864","We provide a limited number of highly qualified candidates a fellowship which will cover 50% of your tuition costs",2
"865","These fellowships are entirely merit based",4
"866","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 <http://www.analytics.northwestern.edu/> www.analytics.northwestern.edu From: .",1
"867","Dear Michael: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"868","You can find more information on that program here: http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ For information on tuition and funding options I encourage you to explore our website, http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html ",1
"869","It gives a full breakdown of pricing",1
"870","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu -----Original Message----- From: Michael .",1
"871","Dear Mouli; Please see the following for answers to your questions concerning your application with the MSiA program",1
"872","I apologize for any delay in our response time, we have a University holiday for Martin Luther King Jr Day and our office was not open yesterday",1
"873","We received payment for your application fee, we use a third party collection for application fees and therefore there is not an automatic reflection on your student MAP account",1
"874","We have your transcripts and you are not required to send official copies until you are admitted to Northwestern University",1
"875","You additional materials are all uploaded into our system and you are not required to send us official copies",1
"876","We can verify with ETS after you are admitted into our program",1
"877","Please let me know if you have any additional questions regarding your application status",1
"878","Currently, you are regarded as having a complete application",1
"879","Hello Jeff, If you could give your recommender the following instructions and have them email me a pdf of your letter I will manually update our system",1
"880","I am sorry this took so long",1
"881","We are in the process of transitioning systems and getting into our auto generated emails has been difficult",1
"882","Jeff Shen is an applicant for the Master of Science in Analytics Program (MSiA) at Northwestern University McCormick School of Engineering",1
"883","More information about the MSiA program may be found at our website <http://www.analytics.northwestern.edu> ",2
"884","Applicants to the MSiA program are required to submit three letters of recommendation in support of their application, and Jeff has listed you as a reference",1
"885","Please email a PDF to .",1
"886","Dear Hao Wang (Ryan); Thank you for reaching out to us with your inquiry",1
"887","I apologize for my delayed response time",1
"888","You can change your recommenders information in your application and then Prof",1
"889","Fei will receive an email from the MAP system with instructions to upload her letter of recommendation",1
"890","If this does not work, have her email us the reference letter and I will attach it to your application",1
"891","Dear Jeffery Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"892","To answer your question, as long as you include all of your experience with calculus and computer science our admissions committee will be able to evaluate you with that in mind, even if it isnt represented in your transcripts",2
"893","In terms of prerequisites we do not require linear algebra, but it helps candidates who have had exposure to it",2
"894","Dear Roy: In regards to your initial question, if there is any doubt of us receiving your reference letter from your academic contact I encourage you to reach out to the professor requesting they submit the letter of recommendation online",1
"895","We have a fixed cut off of Feb 15th for submitted additional material",1
"896","To answer your question regarding transcripts, we request students submit scanned copies of their transcripts to our email address .",1
"897","Dear Mrinmayi: I have attached your TOEFL score to your file",1
"898","Your file is now complete",1
"899","Dear Xiaohong: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"900","Dear Yuan; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"901","To answer your questions concerning additional materials, please send us scanned copies via PDF to this website",2
"902","I will update your account with these materials (transcript, GRE, and TOEFL reports)",2
"903","We only require your official transcript as a hard copy after you have been accepted into the program",2
"904","Dear Mandy; Thank you for including your GRE score",1
"905","I apologize for the confusion around the ETS submission",1
"906","I have updated your account and your application is now complete",1
"907","We will announce our application decisions on March 17th",1
"908","Happy New Years and Good Luck in 2014 Victoria L",1
"909","Dear Afsana; Thank you for contacting us with your questions concerning your application to the Master of Science in Analytics program at Northwestern University",1
"910","I apologize in the delay in our response time",1
"911","To answer your question, we only require scanned copies of your application documents in order to evaluate you as a candidate for our program",1
"912","We ask you for you to email us (from your email address) a scanned PDF of your transcript, and any supplementary scores",1
"913","If you are admitted to our program, we will require your official transcript for enrollment",1
"914","I hope this answers your questions, please let me know if you are in need of further assistance during your application process",1
"915","Dear Abdul; Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"916","To answer your question regarding tuition fees, we do not have a separate tuition fee for international students",2
"917","The Tuition Fees and Scholarships page applies to all of our students",2
"918","I have linked that page on our website here <http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html> ",1
"919","Our tuition numbers from this past quarter is $15,038",2
"920","Our students expect to pay around $85,000-$90,000 total in our program",2
"921","We offer a limited number of scholarships each year which will pay 50% of the tuition each quarter",2
"922","Hello Xiang: If that is the way your University prefers to handle transcripts we entirely understand",1
"923","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Xiang Li .",1
"924","Dear Wang, I have uploaded your additional materials to our application manager system",1
"925","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Yuan Wang .",1
"926","Hello Urvashi: Thank you for reaching out to me with your questions about the Master of Science in Analytics Program here at Northwestern University",1
"927","The Master of Science in Analytics program is housed under the Industrial Engineering and Management Studies department at Northwestern, therefore we do fall within the parameters of a STEM program",1
"928","To see more details and information on the classes covered under our program I encourage you to evaluate our courses on our Curriculum page, (linked here <http://www.analytics.northwestern.edu/curriculum/index.html> )",1
"929","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Urvashi Poonia .",1
"930","Hello Manjola, I apologize it has taken so long for our department to respond to your request",1
"931","We are very eager for you to see our campus and our program",1
"932","Your request was unique, in that we do not usually allow students to sit in on classes",1
"933","I know you are eager to come in this week but due to the current academic calendar it would not be the best time",1
